ID Species MaxAge AllocSeed LMR m0 MaxMass mSeed Dist pEstab Gmax SLA palat memo RAR growth mThres clonal propSex meanSpacerLength sdSpacerlength Resshare AllocSpacer mSpacer
347 PFT23clonal5 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
348 PFT24clonal5 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
349 PFT25clonal5 100 0.05 0.5 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
350 PFT26clonal5 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
351 PFT27clonal5 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
352 PFT28clonal5 100 0.05 1 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
353 PFT29clonal5 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
354 PFT30clonal5 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
355 PFT31clonal5 100 0.05 0.75 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
356 PFT32clonal5 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
357 PFT33clonal5 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
358 PFT34clonal5 100 0.05 0.5 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
359 PFT35clonal5 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
360 PFT36clonal5 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
361 PFT37clonal5 100 0.05 1 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
362 PFT38clonal5 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
363 PFT39clonal5 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
364 PFT40clonal5 100 0.05 0.75 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
365 PFT41clonal5 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
366 PFT42clonal5 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
367 PFT43clonal5 100 0.05 0.5 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
368 PFT44clonal5 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
369 PFT45clonal5 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
370 PFT46clonal5 100 0.05 1 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
371 PFT47clonal5 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
372 PFT48clonal5 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
373 PFT49clonal5 100 0.05 0.75 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
374 PFT50clonal5 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
375 PFT51clonal5 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
376 PFT52clonal5 100 0.05 0.5 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
377 PFT53clonal5 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
378 PFT54clonal5 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
379 PFT55clonal5 100 0.05 1 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
380 PFT56clonal5 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
381 PFT57clonal5 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
382 PFT58clonal5 100 0.05 0.75 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
383 PFT59clonal5 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
384 PFT60clonal5 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
385 PFT61clonal5 100 0.05 0.5 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
386 PFT62clonal5 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
387 PFT63clonal5 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
388 PFT64clonal5 100 0.05 1 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
389 PFT65clonal5 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
390 PFT66clonal5 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
391 PFT67clonal5 100 0.05 0.75 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
392 PFT68clonal5 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
393 PFT69clonal5 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
394 PFT70clonal5 100 0.05 0.5 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
395 PFT71clonal5 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
396 PFT72clonal5 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
397 PFT73clonal5 100 0.05 1 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
398 PFT74clonal5 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
399 PFT75clonal5 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
400 PFT76clonal5 100 0.05 0.75 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
401 PFT77clonal5 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
402 PFT78clonal5 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
403 PFT79clonal5 100 0.05 0.5 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
404 PFT80clonal5 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
405 PFT81clonal5 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
406 PFT1clonal6 100 0.05 1 1 5000 1 0.1 0.5 60 1 1 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
407 PFT2clonal6 100 0.05 1 0.3 2000 0.3 0.3 0.5 60 1 1 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
408 PFT3clonal6 100 0.05 1 0.1 1000 0.1 0.6 0.5 60 1 1 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
409 PFT4clonal6 100 0.05 0.75 1 5000 1 0.1 0.5 60 1 1 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
410 PFT5clonal6 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 60 1 1 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
411 PFT6clonal6 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 60 1 1 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
412 PFT7clonal6 100 0.05 0.5 1 5000 1 0.1 0.5 60 1 1 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
413 PFT8clonal6 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 60 1 1 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
414 PFT9clonal6 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 60 1 1 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
415 PFT10clonal6 100 0.05 1 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
416 PFT11clonal6 100 0.05 1 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
417 PFT12clonal6 100 0.05 1 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
418 PFT13clonal6 100 0.05 0.75 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
419 PFT14clonal6 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
420 PFT15clonal6 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
421 PFT16clonal6 100 0.05 0.5 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
422 PFT17clonal6 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
423 PFT18clonal6 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
424 PFT19clonal6 100 0.05 1 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
425 PFT20clonal6 100 0.05 1 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
426 PFT21clonal6 100 0.05 1 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
427 PFT22clonal6 100 0.05 0.75 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
428 PFT23clonal6 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
429 PFT24clonal6 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
430 PFT25clonal6 100 0.05 0.5 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
431 PFT26clonal6 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
432 PFT27clonal6 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
433 PFT28clonal6 100 0.05 1 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
434 PFT29clonal6 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
435 PFT30clonal6 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
436 PFT31clonal6 100 0.05 0.75 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
437 PFT32clonal6 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
438 PFT33clonal6 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
439 PFT34clonal6 100 0.05 0.5 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
440 PFT35clonal6 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
441 PFT36clonal6 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
442 PFT37clonal6 100 0.05 1 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
443 PFT38clonal6 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
444 PFT39clonal6 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
445 PFT40clonal6 100 0.05 0.75 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
446 PFT41clonal6 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
447 PFT42clonal6 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
448 PFT43clonal6 100 0.05 0.5 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
449 PFT44clonal6 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
450 PFT45clonal6 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
451 PFT46clonal6 100 0.05 1 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
452 PFT47clonal6 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
453 PFT48clonal6 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
454 PFT49clonal6 100 0.05 0.75 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
455 PFT50clonal6 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
456 PFT51clonal6 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
457 PFT52clonal6 100 0.05 0.5 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
458 PFT53clonal6 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
459 PFT54clonal6 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
460 PFT55clonal6 100 0.05 1 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
461 PFT56clonal6 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
462 PFT57clonal6 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
463 PFT58clonal6 100 0.05 0.75 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
464 PFT59clonal6 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
465 PFT60clonal6 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
466 PFT61clonal6 100 0.05 0.5 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
467 PFT62clonal6 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
468 PFT63clonal6 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
469 PFT64clonal6 100 0.05 1 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
470 PFT65clonal6 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
471 PFT66clonal6 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
472 PFT67clonal6 100 0.05 0.75 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
473 PFT68clonal6 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
474 PFT69clonal6 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
475 PFT70clonal6 100 0.05 0.5 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
476 PFT71clonal6 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
477 PFT72clonal6 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
478 PFT73clonal6 100 0.05 1 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
479 PFT74clonal6 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
480 PFT75clonal6 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
481 PFT76clonal6 100 0.05 0.75 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
482 PFT77clonal6 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
483 PFT78clonal6 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
484 PFT79clonal6 100 0.05 0.5 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
485 PFT80clonal6 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
486 PFT81clonal6 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 1 0.1 2.5 2.5 0 0.05 70
487 PFT1clonal7 100 0.05 1 1 5000 1 0.1 0.5 60 1 1 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
488 PFT2clonal7 100 0.05 1 0.3 2000 0.3 0.3 0.5 60 1 1 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
489 PFT3clonal7 100 0.05 1 0.1 1000 0.1 0.6 0.5 60 1 1 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
490 PFT4clonal7 100 0.05 0.75 1 5000 1 0.1 0.5 60 1 1 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
491 PFT5clonal7 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 60 1 1 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
492 PFT6clonal7 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 60 1 1 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
493 PFT7clonal7 100 0.05 0.5 1 5000 1 0.1 0.5 60 1 1 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
494 PFT8clonal7 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 60 1 1 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
495 PFT9clonal7 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 60 1 1 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
496 PFT10clonal7 100 0.05 1 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
497 PFT11clonal7 100 0.05 1 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
498 PFT12clonal7 100 0.05 1 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
499 PFT13clonal7 100 0.05 0.75 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
500 PFT14clonal7 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
501 PFT15clonal7 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
502 PFT16clonal7 100 0.05 0.5 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
503 PFT17clonal7 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
504 PFT18clonal7 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
505 PFT19clonal7 100 0.05 1 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
506 PFT20clonal7 100 0.05 1 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
507 PFT21clonal7 100 0.05 1 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
508 PFT22clonal7 100 0.05 0.75 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
509 PFT23clonal7 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
510 PFT24clonal7 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
511 PFT25clonal7 100 0.05 0.5 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
512 PFT26clonal7 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
513 PFT27clonal7 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
514 PFT28clonal7 100 0.05 1 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
515 PFT29clonal7 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
516 PFT30clonal7 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
517 PFT31clonal7 100 0.05 0.75 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
518 PFT32clonal7 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 1 0.1 17.5 12.5 1 0.05 70
