ID Species MaxAge AllocSeed LMR m0 MaxMass mSeed Dist pEstab Gmax SLA palat memo RAR growth mThres clonal propSex meanSpacerLength sdSpacerlength Resshare AllocSpacer mSpacer
172 PFT10clonal3 100 0.05 1 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
173 PFT11clonal3 100 0.05 1 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
174 PFT12clonal3 100 0.05 1 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
175 PFT13clonal3 100 0.05 0.75 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
176 PFT14clonal3 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
177 PFT15clonal3 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
178 PFT16clonal3 100 0.05 0.5 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
179 PFT17clonal3 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
180 PFT18clonal3 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
181 PFT19clonal3 100 0.05 1 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
182 PFT20clonal3 100 0.05 1 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
183 PFT21clonal3 100 0.05 1 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
184 PFT22clonal3 100 0.05 0.75 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
185 PFT23clonal3 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
186 PFT24clonal3 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
187 PFT25clonal3 100 0.05 0.5 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
188 PFT26clonal3 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
189 PFT27clonal3 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
190 PFT28clonal3 100 0.05 1 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
191 PFT29clonal3 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
192 PFT30clonal3 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
193 PFT31clonal3 100 0.05 0.75 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
194 PFT32clonal3 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
195 PFT33clonal3 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
196 PFT34clonal3 100 0.05 0.5 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
197 PFT35clonal3 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
198 PFT36clonal3 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
199 PFT37clonal3 100 0.05 1 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
200 PFT38clonal3 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
201 PFT39clonal3 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
202 PFT40clonal3 100 0.05 0.75 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
203 PFT41clonal3 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
204 PFT42clonal3 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
205 PFT43clonal3 100 0.05 0.5 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
206 PFT44clonal3 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
207 PFT45clonal3 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
208 PFT46clonal3 100 0.05 1 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
209 PFT47clonal3 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
210 PFT48clonal3 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
211 PFT49clonal3 100 0.05 0.75 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
212 PFT50clonal3 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
213 PFT51clonal3 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
214 PFT52clonal3 100 0.05 0.5 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
215 PFT53clonal3 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
216 PFT54clonal3 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
217 PFT55clonal3 100 0.05 1 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
218 PFT56clonal3 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
219 PFT57clonal3 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
220 PFT58clonal3 100 0.05 0.75 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
221 PFT59clonal3 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
222 PFT60clonal3 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
223 PFT61clonal3 100 0.05 0.5 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
224 PFT62clonal3 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
225 PFT63clonal3 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
226 PFT64clonal3 100 0.05 1 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
227 PFT65clonal3 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
228 PFT66clonal3 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
229 PFT67clonal3 100 0.05 0.75 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
230 PFT68clonal3 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
231 PFT69clonal3 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
232 PFT70clonal3 100 0.05 0.5 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
233 PFT71clonal3 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
234 PFT72clonal3 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
235 PFT73clonal3 100 0.05 1 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
236 PFT74clonal3 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
237 PFT75clonal3 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
238 PFT76clonal3 100 0.05 0.75 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
239 PFT77clonal3 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
240 PFT78clonal3 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
241 PFT79clonal3 100 0.05 0.5 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
242 PFT80clonal3 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
243 PFT81clonal3 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 1 1 17.5 12.5 1 0.05 70
244 PFT1clonal4 100 0.05 1 1 5000 1 0.1 0.5 60 1 1 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
245 PFT2clonal4 100 0.05 1 0.3 2000 0.3 0.3 0.5 60 1 1 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
246 PFT3clonal4 100 0.05 1 0.1 1000 0.1 0.6 0.5 60 1 1 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
247 PFT4clonal4 100 0.05 0.75 1 5000 1 0.1 0.5 60 1 1 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
248 PFT5clonal4 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 60 1 1 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
249 PFT6clonal4 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 60 1 1 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
250 PFT7clonal4 100 0.05 0.5 1 5000 1 0.1 0.5 60 1 1 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
251 PFT8clonal4 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 60 1 1 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
252 PFT9clonal4 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 60 1 1 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
253 PFT10clonal4 100 0.05 1 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
254 PFT11clonal4 100 0.05 1 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
255 PFT12clonal4 100 0.05 1 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
256 PFT13clonal4 100 0.05 0.75 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
257 PFT14clonal4 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
258 PFT15clonal4 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
259 PFT16clonal4 100 0.05 0.5 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
260 PFT17clonal4 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
261 PFT18clonal4 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
262 PFT19clonal4 100 0.05 1 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
263 PFT20clonal4 100 0.05 1 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
264 PFT21clonal4 100 0.05 1 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
265 PFT22clonal4 100 0.05 0.75 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
266 PFT23clonal4 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
267 PFT24clonal4 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
268 PFT25clonal4 100 0.05 0.5 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
269 PFT26clonal4 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
270 PFT27clonal4 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
271 PFT28clonal4 100 0.05 1 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
272 PFT29clonal4 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
273 PFT30clonal4 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
274 PFT31clonal4 100 0.05 0.75 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
275 PFT32clonal4 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
276 PFT33clonal4 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
277 PFT34clonal4 100 0.05 0.5 1 5000 1 0.1 0.5 40 1 1 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
278 PFT35clonal4 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 1 1 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
279 PFT36clonal4 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 1 1 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
280 PFT37clonal4 100 0.05 1 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
281 PFT38clonal4 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
282 PFT39clonal4 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
283 PFT40clonal4 100 0.05 0.75 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
284 PFT41clonal4 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
285 PFT42clonal4 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
286 PFT43clonal4 100 0.05 0.5 1 5000 1 0.1 0.5 40 0.75 0.5 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
287 PFT44clonal4 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 0.75 0.5 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
288 PFT45clonal4 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 0.75 0.5 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
289 PFT46clonal4 100 0.05 1 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
290 PFT47clonal4 100 0.05 1 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
291 PFT48clonal4 100 0.05 1 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
292 PFT49clonal4 100 0.05 0.75 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
293 PFT50clonal4 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
294 PFT51clonal4 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
295 PFT52clonal4 100 0.05 0.5 1 5000 1 0.1 0.5 40 0.5 0.25 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
296 PFT53clonal4 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 40 0.5 0.25 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
297 PFT54clonal4 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 40 0.5 0.25 4 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
298 PFT55clonal4 100 0.05 1 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
299 PFT56clonal4 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
300 PFT57clonal4 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
301 PFT58clonal4 100 0.05 0.75 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
302 PFT59clonal4 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
303 PFT60clonal4 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
304 PFT61clonal4 100 0.05 0.5 1 5000 1 0.1 0.5 20 1 1 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
305 PFT62clonal4 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 1 1 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
306 PFT63clonal4 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 1 1 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
307 PFT64clonal4 100 0.05 1 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
308 PFT65clonal4 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
309 PFT66clonal4 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
310 PFT67clonal4 100 0.05 0.75 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
311 PFT68clonal4 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
312 PFT69clonal4 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
313 PFT70clonal4 100 0.05 0.5 1 5000 1 0.1 0.5 20 0.75 0.5 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
314 PFT71clonal4 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 0.75 0.5 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
315 PFT72clonal4 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 0.75 0.5 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
316 PFT73clonal4 100 0.05 1 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
317 PFT74clonal4 100 0.05 1 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
318 PFT75clonal4 100 0.05 1 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
319 PFT76clonal4 100 0.05 0.75 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
320 PFT77clonal4 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
321 PFT78clonal4 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
322 PFT79clonal4 100 0.05 0.5 1 5000 1 0.1 0.5 20 0.5 0.25 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
323 PFT80clonal4 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 20 0.5 0.25 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
324 PFT81clonal4 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 20 0.5 0.25 6 1 0.25 0.2 1 1 17.5 12.5 0 0.05 70
325 PFT1clonal5 100 0.05 1 1 5000 1 0.1 0.5 60 1 1 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
326 PFT2clonal5 100 0.05 1 0.3 2000 0.3 0.3 0.5 60 1 1 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
327 PFT3clonal5 100 0.05 1 0.1 1000 0.1 0.6 0.5 60 1 1 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
328 PFT4clonal5 100 0.05 0.75 1 5000 1 0.1 0.5 60 1 1 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
329 PFT5clonal5 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 60 1 1 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
330 PFT6clonal5 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 60 1 1 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
331 PFT7clonal5 100 0.05 0.5 1 5000 1 0.1 0.5 60 1 1 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
332 PFT8clonal5 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 60 1 1 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
333 PFT9clonal5 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 60 1 1 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
334 PFT10clonal5 100 0.05 1 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
335 PFT11clonal5 100 0.05 1 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
336 PFT12clonal5 100 0.05 1 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
337 PFT13clonal5 100 0.05 0.75 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
338 PFT14clonal5 100 0.05 0.75 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
339 PFT15clonal5 100 0.05 0.75 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
340 PFT16clonal5 100 0.05 0.5 1 5000 1 0.1 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
341 PFT17clonal5 100 0.05 0.5 0.3 2000 0.3 0.3 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
342 PFT18clonal5 100 0.05 0.5 0.1 1000 0.1 0.6 0.5 60 0.75 0.5 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
343 PFT19clonal5 100 0.05 1 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
344 PFT20clonal5 100 0.05 1 0.3 2000 0.3 0.3 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
345 PFT21clonal5 100 0.05 1 0.1 1000 0.1 0.6 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
346 PFT22clonal5 100 0.05 0.75 1 5000 1 0.1 0.5 60 0.5 0.25 2 1 0.25 0.2 1 0.1 2.5 2.5 1 0.05 70
