Sim	Run	Time	Inds	seeds	cover	rootmass	shootmass	PFT	monoculture	invader	AllocSeed	LMR	m0	MaxMass	mSeed	Dist	pEstab	Gmax	SLA	palat	memo	RAR	growth	mThres	clonal	propSex	meanSpacerLength	sdSpacerLength	Resshare	AllocSpacer	mSpacer	
1	0	3	2	0	0.0401	4857.16	5642.98	33	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	1	0	0.0233333	3301.44	1947.05	34	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	2	0	0.0605533	5562.43	3664.3	4	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	1	0	0.0106333	767.16	653.301	40	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	4	0	0.0445333	3484.48	3434.98	41	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	8	0	0.06518	6332.41	8053.64	42	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	2	0	0.01598	1678.81	1624.25	44	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	2	0	0.00950667	973.483	1057.39	45	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	2	0	0.0170333	830.686	710.516	49	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	1	0	0.0304333	2736.76	2239.68	5	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	1	0	0.00606667	527.535	488.2	50	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	2	0	0.0134333	740.702	700.446	53	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	1	0	0.00296667	321.44	445.927	54	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	1	0	0.0249	2882.51	2329.56	58	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	2	0	0.0376333	4835.78	4897.84	59	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	1	0	0.0157333	2120	2930.88	60	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	4	0	0.06202	10610.2	6954.25	61	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	1	0	0.0102667	2128.1	2174.7	63	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	1	0	0.0119333	974.228	786.259	67	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	2	0	0.0200133	2073.9	1948.87	68	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	1	0	0.0333333	2887.06	1924.45	7	NA	NA	0.05	1	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	5	0	0.0529467	5035.48	4281.74	70	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	1	0	0.00638	1049.35	1012.83	71	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	5	0	0.0373	2012.37	2057.41	76	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	3	0	0.0163333	1112.83	1427.48	77	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	1	0	0.02178	2745.76	1962.66	8	NA	NA	0.05	1	1	5000	1	0.1	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	2	0	0.0108	970.561	1079.14	80	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	3	1	0	0.0172333	2457.06	2165.06	9	NA	NA	0.05	1	1	5000	1	0.1	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	3	0	0.0457	2726.46	1807.37	13	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	2	0	0.0296	1971.02	1966.64	15	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	5	0	0.0968333	5484.4	2891.93	16	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	1	0	0.012	487.937	416.18	23	NA	NA	0.05	1	0.1	1000	0.1	0.6	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	1	0	0.036	2323.52	1702.6	28	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	60	1	1	2	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	1	0	0.025	2108.55	2543.39	30	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	60	0.5	0.25	2	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	2	0	0.0576667	5499.38	3343.25	31	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	1	0	0.0164	2240.94	2225.99	33	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	1	0	0.03	3375.81	1760.62	34	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	1	0	0.0388667	2764.41	1797.26	4	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	1	0	0.0116667	894.12	637.439	40	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	3	0	0.0404	2859.29	2546.02	41	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	6	0	0.0535	5277.41	5769.42	42	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	2	0	0.0182	1877.01	1148.85	44	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	1	0	0.006	757.179	571.863	45	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	2	0	0.0187333	863.258	642.434	49	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	1	0	0.026	2736.76	1785.61	5	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	2	0	0.0161333	997.42	769.908	53	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	1	0	0.0064	486.485	516.779	54	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	1	0	0.0157333	2882.51	1436.49	58	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	2	0	0.0257333	4889.53	2785.56	59	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	1	0	0.0106	2132.65	1245.53	60	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	4	0	0.0497	10754.3	3291.85	61	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	1	0	0.008	2131.45	937.774	63	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	1	0	0.02	1117.11	983.688	67	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	3	0	0.0313333	2786.87	2511.02	68	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	1	0	0.0290667	2960.14	1155.47	7	NA	NA	0.05	1	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	6	0	0.0586667	6075.24	3791.76	70	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	1	0	0.0048	1049.35	506.584	71	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	5	0	0.0428667	2302.78	2080.11	76	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	2	0	0.0146667	913.193	1049.72	77	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	2	0	0.0142667	1096.01	1094.67	80	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	4	1	0	0.014	2729.01	1665.5	9	NA	NA	0.05	1	1	5000	1	0.1	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	3	0	0.0396	2793.35	1478.55	13	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	2	0	0.0191333	1655.13	1453.17	15	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	6	0	0.0859333	6423.39	2488.38	16	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	1	0	0.00826667	498.652	356.683	23	NA	NA	0.05	1	0.1	1000	0.1	0.6	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	1	0	0.0226	2385.02	1328.91	28	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	60	1	1	2	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	1	0	0.013	2148.26	1467.94	30	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	60	0.5	0.25	2	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	4	0	0.0701333	9309.19	3745.8	31	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	1	0	0.0164	3375.81	719.939	34	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	2	0	0.0549333	4960.35	2291.44	4	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	3	0	0.0390667	2845.35	2071.68	41	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	4	0	0.039	3681.4	3289.87	42	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	3	0	0.0350667	3085.19	2043.09	44	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	2	0	0.0152667	1688.3	1369.34	45	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	2	0	0.0184667	852.04	609.043	49	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	1	0	0.0327333	2736.76	1898.62	5	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	2	0	0.0201333	1117.91	769.412	53	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	1	0	0.00533333	492.79	352.435	54	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	1	0	0.0101333	2882.51	646.387	58	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	1	0	0.009	2356.76	809.849	59	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	1	0	0.0104	2134.23	1090.18	60	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	3	0	0.0172	8402.42	983.063	61	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	1	0	0.0118	2260.51	1260.87	63	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	2	0	0.0222	1937.43	1159.66	67	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	6	0	0.0498	5262.06	3805.04	68	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	9	0	0.0546	7969.25	2726.5	70	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	1	0	0.0078	1072.2	708.185	71	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	10	0	0.0718667	4470.07	3468.3	76	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	4	0	0.0279333	1737.55	1841.81	77	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	2	0	0.0111333	1188.56	772.637	80	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	5	1	0	0.0178667	2729.01	2268.3	9	NA	NA	0.05	1	1	5000	1	0.1	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	3	0	0.0450333	2796.67	1708.01	13	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	2	0	0.0192333	1753.72	1680.97	15	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	6	0	0.0733333	5666.11	2866.4	16	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	1	0	0.0186333	498.652	398.975	23	NA	NA	0.05	1	0.1	1000	0.1	0.6	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	1	0	0.035	2405.2	1717.78	28	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	60	1	1	2	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	1	0	0.0208	2148.26	1920.88	30	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	60	0.5	0.25	2	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	3	0	0.0740333	7699.48	4488.39	31	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	1	0	0.0162333	3375.81	916.926	34	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	2	0	0.0618	5228.92	2899.56	4	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	4	0	0.0448333	3638.83	3007.4	41	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	3	0	0.0256667	2612.79	2658.75	42	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	3	0	0.0274	3097.48	1720.12	44	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	4	0	0.0268333	3296.72	2725.59	45	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	3	0	0.0411	1444	1075.18	49	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	1	0	0.0327333	2736.76	1817.18	5	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	5	0	0.0295333	2232.95	1616.8	53	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	2	0	0.0318667	4553.84	2384.36	58	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	1	0	0.0140333	2356.76	1559.98	59	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	1	0	0.0104	2154.65	1613.87	60	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	3	0	0.0292333	8402.42	2291.39	61	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	1	0	0.0076	2265.79	846.636	63	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	3	0	0.0381	2935.19	2128.05	67	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	4	0	0.042	3780.43	3459.82	68	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	7	0	0.0485333	6043.75	3261.62	70	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	1	0	0.00673333	1072.2	661.213	71	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	14	0	0.103167	6171.82	5178.2	76	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	5	0	0.0275	2187.37	2187.1	77	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	4	0	0.0148333	1832.23	1145.63	80	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	6	1	0	0.0115333	2729.01	1419.89	9	NA	NA	0.05	1	1	5000	1	0.1	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	7	0	0.104	6275.46	2169.26	13	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	1	0	0.00896667	896.37	879.445	15	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	6	0	0.0782333	5796.63	1818.64	16	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	1	0	0.0329333	2405.2	208.787	28	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	60	1	1	2	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	1	0	0.0178667	2190.04	1105.94	30	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	60	0.5	0.25	2	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	3	0	0.0657333	7901.68	1432.21	31	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	1	0	0.0158	3375.81	479.586	34	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	3	0	0.0676	6836.88	1557.18	4	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	4	0	0.0478333	3685.32	1766.5	41	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	3	0	0.0248667	2773.3	2240.6	42	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	3	0	0.0282333	3169.02	1167.49	44	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	3	0	0.0207333	2707.15	1564.84	45	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	3	0	0.035	1390.33	686.724	49	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	1	0	0.0273	2792.45	912.276	5	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	6	0	0.0389333	2838.7	2019.55	53	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	1	0	0.0153333	2155.14	153.428	58	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	1	0	0.0104	2356.76	340.528	59	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	1	0	0.009	2154.65	877.882	60	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	3	0	0.0196	6172.82	475.441	61	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	1	0	0.0084	2275.86	751.365	63	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	3	0	0.0289333	2640.75	770.363	67	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	6	0	0.0515	5184.46	2166.9	68	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	9	0	0.0585	7233.18	1447.64	70	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	1	0	0.00606667	1072.2	178.188	71	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	14	0	0.106567	6466.01	2600.78	76	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	3	0	0.0185	1379.23	923.405	77	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	5	0	0.0248667	2122.99	1598.95	80	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	7	1	0	0.0158333	2729.01	1049.44	9	NA	NA	0.05	1	1	5000	1	0.1	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	7	0	0.1085	6516.8	4432.97	13	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	1	0	0.0089	896.37	920.069	15	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
