Sim	Run	Time	Inds	seeds	cover	rootmass	shootmass	PFT	monoculture	invader	AllocSeed	LMR	m0	MaxMass	mSeed	Dist	pEstab	Gmax	SLA	palat	memo	RAR	growth	mThres	clonal	propSex	meanSpacerLength	sdSpacerLength	Resshare	AllocSpacer	mSpacer	
1	0	8	5	0	0.0610667	5320.4	2690.89	16	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	1	0	0.0366	2405.2	1783.79	28	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	60	1	1	2	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	1	0	0.0194	2190.04	2272.42	30	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	60	0.5	0.25	2	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	3	0	0.0664667	7977.22	4709.56	31	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	1	0	0.0166667	3375.81	1087.09	34	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	2	0	0.0604	5269.05	2924.51	4	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	5	0	0.0562	4600.85	3868.53	41	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	5	0	0.0418667	3967.88	4270.34	42	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	4	0	0.0274	3005.73	1959.72	44	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	7	0	0.0354333	4521.34	3599.33	45	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	5	0	0.0439	2239.71	1754.09	49	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	1	0	0.0320667	2792.45	1884.64	5	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	8	0	0.0528333	3842.77	2998.07	53	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	1	0	0.0122667	2214.21	1353.31	58	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	1	0	0.0141667	2356.76	1814	59	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	2	0	0.0227	5731.68	2013.3	61	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	1	0	0.0066	2275.86	816.348	63	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	2	0	0.0254667	2003.47	1491.02	67	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	4	0	0.0365333	3697.73	3414.51	68	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	4	0	0.0366667	3638.47	2025.86	70	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	15	0	0.108833	6623.72	5791.61	76	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	3	0	0.0181333	1395.31	1450.65	77	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	5	0	0.0268333	2513.89	2090.81	80	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	8	1	0	0.0149	2729.01	2041.47	9	NA	NA	0.05	1	1	5000	1	0.1	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	6	0	0.1094	6090.53	2915.45	13	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	1	0	0.011	783.375	1004.96	15	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	5	0	0.0718133	5412.38	2540.53	16	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	1	0	0.0423333	2549.04	509.91	28	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	60	1	1	2	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	1	0	0.01868	2190.04	1296.67	30	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	60	0.5	0.25	2	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	3	0	0.0728933	6913.92	1521.89	31	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	1	0	0.0238333	3375.81	463.299	34	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	3	0	0.0849067	7264.05	1610.45	4	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	4	0	0.0469067	3795.41	2469.57	41	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	4	0	0.0331667	3541.48	3227.59	42	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	4	0	0.0320333	3813.65	1212.18	44	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	7	0	0.0461467	5886.97	3954.63	45	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	4	0	0.0397467	2024.1	509.232	49	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	1	0	0.0376667	2866.79	605.026	5	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	5	0	0.0405667	2632.07	1659.83	53	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	1	0	0.01668	2356.76	595.239	59	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	2	0	0.0296933	5731.68	448.493	61	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	1	0	0.0072	1145.75	998.354	63	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	2	0	0.0225333	2027.05	320.5	67	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	5	0	0.0498333	4303.41	2758.6	68	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	4	0	0.03496	3558.12	1134.04	70	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	11	0	0.0828333	4770.92	3078.75	76	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	4	0	0.0247667	1855.46	1597.3	77	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	9	7	0	0.03756	3603.88	2970.12	80	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	7	0	0.118067	6845.44	3940.9	13	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	2	0	0.0183333	1746.51	1644.09	15	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	6	0	0.0827	6424.96	3017.03	16	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	1	0	0.0345333	2549.04	1709.16	28	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	60	1	1	2	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	3	0	0.0703	7533.13	4005.34	31	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	1	0	0.0162667	3375.81	814.514	34	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	3	0	0.0897	7562.46	3753.79	4	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	4	0	0.0434333	3882.54	2962.33	41	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	5	0	0.0422	4475.24	4064.11	42	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	3	0	0.0222667	2860.77	1567.02	44	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	6	0	0.0396667	5301.48	4494.42	45	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	3	0	0.0295	1642.36	1127	49	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	1	0	0.0371333	2866.79	2102.34	5	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	6	0	0.0409	3019.53	2055.48	53	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	1	0	0.0088	2380.71	951.147	59	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	1	0	0.0054	3100.85	309.972	61	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	1	0	0.00593333	1961.23	770.97	63	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	1	0	0.0209333	901.879	586.218	67	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	4	0	0.0329667	3689.29	2850.68	68	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	3	0	0.0175	2965.46	1008.08	70	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	11	0	0.0911667	4728.23	3709.84	76	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	4	0	0.0333333	2003.98	2153.7	77	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	10	11	0	0.0518	4858.91	3454.63	80	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	5	0	0.0951333	5058.94	3162.89	13	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	3	0	0.0321667	2608.47	2881.29	15	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	5	0	0.0746	5216.02	2287.08	16	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	1	0	0.0323333	2549.04	1609.82	28	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	60	1	1	2	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	3	0	0.0658667	7831.19	3832.94	31	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	1	0	0.0181333	3375.81	1031.16	34	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	3	0	0.0835333	7876.87	3894.76	4	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	5	0	0.0654	4723.36	3973.57	41	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	3	0	0.0301333	2714.09	3194.33	42	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	3	0	0.0221	2893.6	1696.49	44	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	5	0	0.0435333	4581.59	3967.7	45	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	2	0	0.0384667	1112.56	886.727	49	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	1	0	0.036	2866.79	1961.28	5	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	5	0	0.0467	2600.48	2176.29	53	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	1	0	0.00943333	2416.03	1329.58	59	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	1	0	0.00793333	3306.72	383.223	61	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	1	0	0.011	2402.21	1687.98	63	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	1	0	0.0123333	936.135	647.798	67	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	6	0	0.0554667	5435.32	4556.15	68	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	3	0	0.0175	2970.35	1171.31	70	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	8	0	0.0549	3541.4	2651.41	76	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	6	0	0.0337333	2910.8	2550.32	77	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	11	9	0	0.0554	4672.77	3938.77	80	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	12	3	0	0.0362	3212.75	1183.15	13	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	12	4	0	0.0392	3568.48	2265.13	15	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	12	4	0	0.0372	3822.43	1023	16	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	12	3	0	0.0278	7233.31	1293.77	31	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	12	3	0	0.0394	7881.95	1709.72	4	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	12	7	0	0.0656	6524.78	3271.44	41	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	12	6	0	0.0502667	5204.56	3775.08	42	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	12	4	0	0.0254	4098.43	984.648	44	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	12	6	0	0.0329333	4801.36	2472.24	45	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	12	1	0	0.0096	573.246	304.276	49	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	12	2	0	0.0264667	4935.6	1346.99	5	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	12	5	0	0.0303333	2158.72	1141.46	53	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	12	1	0	0.0048	2416.03	268.129	59	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	12	1	0	0.0048	3321.37	135.617	61	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	12	1	0	0.0026	2691.31	125.156	63	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	12	6	0	0.0468	5546.04	2448.41	68	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	12	3	0	0.0182	3190.33	655.008	70	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	12	10	0	0.0551333	4719.82	2294.14	76	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	12	9	0	0.0447333	3985.27	2545.35	77	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	12	14	0	0.072	6835.48	3161.81	80	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	13	1	0	0.0253	1157.94	826.198	13	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	13	4	0	0.0435667	3597.18	3897.07	15	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	13	1	0	0.0383333	938.679	632.171	16	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	13	3	0	0.0842333	7538.5	5082.69	31	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	13	2	0	0.0689667	5443.79	3316.43	4	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	13	6	0	0.0890667	5865.97	5438.14	41	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	13	6	0	0.0679	5260.34	6399.23	42	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	13	3	0	0.0363667	3359.28	2389.16	44	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	13	7	0	0.0591333	6852.84	6021.39	45	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	13	1	0	0.0142	573.246	456.388	49	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	13	1	0	0.0224667	2311.11	1698.78	5	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	13	6	0	0.0481	2767.95	2394.89	53	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	13	1	0	0.0152	2416.03	1745.69	59	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	13	1	0	0.0113333	3321.37	1104.96	61	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	13	1	0	0.00666667	2691.31	1282.59	63	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	13	5	0	0.0612333	4953	5359.31	68	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	13	2	0	0.018	2114.88	1486.04	70	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	13	10	0	0.0879	4715.49	4137.78	76	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	13	13	0	0.0843	5762.64	6235.91	77	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	13	16	0	0.0935	7755.53	7004.93	80	NA	NA	0.05	0.5	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	14	2	0	0.0215333	2011.97	773.326	13	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	14	6	0	0.0638	4859.49	4094.84	15	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	14	1	0	0.0100667	948.049	297.542	16	NA	NA	0.05	1	0.3	2000	0.3	0.3	0.5	20	1	1	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	14	3	0	0.0312	7821.43	1387.28	31	NA	NA	0.05	0.75	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	14	2	0	0.0229333	5443.79	1161.78	4	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	14	6	0	0.0698	5759.86	3227.03	41	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	14	8	0	0.0748667	6710.02	5216.02	42	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	40	0.5	0.25	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	14	3	0	0.0246667	3064.25	1122.95	44	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	14	12	0	0.0777333	9933.47	4891.57	45	NA	NA	0.05	0.75	0.3	2000	0.3	0.3	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	14	2	0	0.0114	1014.65	358.942	49	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	40	1	1	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	14	1	0	0.0115333	2312.67	652.681	5	NA	NA	0.05	1	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	14	10	0	0.0753333	4573.45	2615.5	53	NA	NA	0.05	0.75	0.1	1000	0.1	0.6	0.5	20	0.75	0.5	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	14	1	0	0.0072	2416.03	467.063	59	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
1	0	14	2	0	0.0074	3588.1	428.379	63	NA	NA	0.05	0.5	1	5000	1	0.1	0.5	20	0.5	0.25	6	1	0.25	0.2	0	0	0	0	0	0	0
1	0	14	7	0	0.0334667	6052.82	2231.13	68	NA	NA	0.05	0.5	0.3	2000	0.3	0.3	0.5	40	0.75	0.5	4	1	0.25	0.2	0	0	0	0	0	0	0
