Sim	Run	Time	1	10	11	12	13	14	15	16	17	18	19	2	20	21	22	23	24	25	26	27	28	29	3	30	31	32	33	34	35	36	37	38	39	4	40	41	42	43	44	45	46	47	48	49	5	50	51	52	53	54	55	56	57	58	59	6	60	61	62	63	64	65	66	67	68	69	7	70	71	72	73	74	75	76	77	78	79	8	80	81	9	
1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	2	0	0	0	0	10	0	10	10	9	0	0	0	0	0	0	29	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	13	0	3	3	0	0	0	94	0	42	0	0	59	14	0	0	0	0	1	0	0	0	0	0	0	0	0	3	14	0	0	5	8	0	0	0	0	32	77	0	67	0	14	0	0
1	0	3	0	0	0	0	0	0	2	3	7	0	0	0	0	0	0	22	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	3	0	0	0	14	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	33	29	0	0	0	0	0	0
1	0	4	0	0	0	0	2	0	9	7	9	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	11	0	3	3	0	0	0	45	0	0	0	0	89	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	70	0	0	0	0	0	0
1	0	5	0	0	0	0	13	0	16	10	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	23	49	0	4	6	0	0	0	47	1	0	0	0	40	16	0	0	0	0	0	0	1	0	0	0	0	0	0	3	8	0	0	10	6	0	0	0	0	135	87	0	0	0	62	0	1
1	0	6	0	0	0	0	9	0	15	17	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	19	0	4	3	0	0	0	62	0	0	0	0	47	35	0	0	0	0	0	0	0	2	0	1	0	0	0	3	13	0	0	9	2	0	0	0	0	146	81	0	0	0	63	0	0
1	0	7	0	0	0	0	4	0	1	9	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	16	0	11	1	0	0	0	45	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	0	0	6	0	0	0	0	0	188	105	0	0	0	43	0	0
1	0	8	0	0	0	0	5	0	10	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	12	0	7	7	0	0	0	85	0	0	0	0	88	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	15	0	0	14	3	0	0	0	0	433	150	0	0	0	68	0	0
1	0	9	0	0	0	0	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	2	5	0	0	0	36	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	29	0	0	0	75	0	0
1	0	10	0	0	0	0	25	0	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	15	0	11	10	0	0	0	157	0	0	0	0	183	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	21	0	0	7	0	0	0	0	0	483	117	0	0	0	103	0	0
